,AT,SA,DA,Length,SRCE,DSTI
4581,2020-05-23 21:11:20+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,257,Laptop,Actie_uitsturen
4582,2020-05-23 21:11:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1755,Google_speaker,Actie_uitsturen
4586,2020-05-23 21:11:25+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,237,Laptop,Actie_uitsturen
4587,2020-05-23 21:11:25+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1856,PhilipsHue,Actie_uitsturen
4589,2020-05-23 21:11:25+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,257,Laptop,Actie_uitsturen
4592,2020-05-23 21:11:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,304,Google_speaker,Actie_uitsturen
4597,2020-05-23 21:11:35+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,560,Laptop,Actie_uitsturen
4599,2020-05-23 21:11:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,801,Google_speaker,Actie_uitsturen
4600,2020-05-23 21:11:35+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,343,Laptop,Actie_uitsturen
4639,2020-05-23 21:12:15+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1856,PhilipsHue,Actie_uitsturen
4641,2020-05-23 21:12:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
4642,2020-05-23 21:12:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1148,Google_speaker,Actie_uitsturen
4649,2020-05-23 21:12:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,722,Google_home,Actie_uitsturen
4653,2020-05-23 21:12:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,852,Google_speaker,Actie_uitsturen
4655,2020-05-23 21:12:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,712,Google_home,Actie_uitsturen
4659,2020-05-23 21:12:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,934,Google_speaker,Actie_uitsturen
4668,2020-05-23 21:12:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3040,Google_speaker,Actie_uitsturen
4673,2020-05-23 21:12:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
4685,2020-05-23 21:12:55+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,318,Desktop,Actie_uitsturen
4688,2020-05-23 21:12:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
4694,2020-05-23 21:13:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,818,Google_home,Actie_uitsturen
4696,2020-05-23 21:13:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1451,Google_speaker,Actie_uitsturen
4705,2020-05-23 21:13:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
4710,2020-05-23 21:13:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1209,Google_speaker,Actie_uitsturen
4711,2020-05-23 21:13:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
4713,2020-05-23 21:13:20+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2329,PhilipsHue,Actie_uitsturen
4745,2020-05-23 21:13:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
4753,2020-05-23 21:14:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,618,Google_home,Actie_uitsturen
4756,2020-05-23 21:14:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3991,Google_speaker,Actie_uitsturen
4758,2020-05-23 21:14:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
4763,2020-05-23 21:14:10+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1395,PhilipsHue,Actie_uitsturen
4767,2020-05-23 21:14:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1056,Google_speaker,Actie_uitsturen
4770,2020-05-23 21:14:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1588,Google_home,Actie_uitsturen
4794,2020-05-23 21:14:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
4805,2020-05-23 21:14:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
4807,2020-05-23 21:14:50+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,338,Laptop,Actie_uitsturen
4808,2020-05-23 21:14:50+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,318,Laptop,Actie_uitsturen
4810,2020-05-23 21:14:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
4812,2020-05-23 21:14:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
4813,2020-05-23 21:14:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,738,Phone1,Actie_uitsturen
4817,2020-05-23 21:14:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1537,Google_speaker,Actie_uitsturen
4822,2020-05-23 21:15:00+02:00,ec:89:14:fa:3a:2d,33:33:00:00:00:02,180,Phone1,Actie_uitsturen
4830,2020-05-23 21:15:05+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
4834,2020-05-23 21:15:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
4837,2020-05-23 21:15:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
4839,2020-05-23 21:15:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
4842,2020-05-23 21:15:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
4851,2020-05-23 21:15:25+02:00,c4:ea:1d:e6:79:e8,01:00:5e:7f:ff:fa,2491,Router_intern,Actie_uitsturen
4859,2020-05-23 21:15:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
4860,2020-05-23 21:15:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
4864,2020-05-23 21:15:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
4873,2020-05-23 21:15:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1143,Google_home,Actie_uitsturen
4875,2020-05-23 21:15:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,660,Google_speaker,Actie_uitsturen
4880,2020-05-23 21:15:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,847,Google_home,Actie_uitsturen
4882,2020-05-23 21:15:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,727,Google_speaker,Actie_uitsturen
4883,2020-05-23 21:15:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
4886,2020-05-23 21:15:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2405,Google_speaker,Actie_uitsturen
4887,2020-05-23 21:15:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1690,Google_home,Actie_uitsturen
4894,2020-05-23 21:16:05+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
4905,2020-05-23 21:16:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
4907,2020-05-23 21:16:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2900,Google_home,Actie_uitsturen
4911,2020-05-23 21:16:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,4224,Google_speaker,Actie_uitsturen
4929,2020-05-23 21:16:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
4933,2020-05-23 21:16:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
4934,2020-05-23 21:16:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
4939,2020-05-23 21:16:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
4950,2020-05-23 21:16:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
4953,2020-05-23 21:16:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
4956,2020-05-23 21:17:00+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2326,PhilipsHue,Actie_uitsturen
4968,2020-05-23 21:17:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
4975,2020-05-23 21:17:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
4976,2020-05-23 21:17:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
4992,2020-05-23 21:17:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
4995,2020-05-23 21:17:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
4996,2020-05-23 21:17:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
5014,2020-05-23 21:17:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1349,Google_speaker,Actie_uitsturen
5016,2020-05-23 21:17:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2117,Google_home,Actie_uitsturen
5018,2020-05-23 21:17:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5022,2020-05-23 21:18:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1145,Google_home,Actie_uitsturen
5025,2020-05-23 21:18:00+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
5033,2020-05-23 21:18:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1329,Google_speaker,Actie_uitsturen
5036,2020-05-23 21:18:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1177,Google_home,Actie_uitsturen
5038,2020-05-23 21:18:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5040,2020-05-23 21:18:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5044,2020-05-23 21:18:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5060,2020-05-23 21:18:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
5066,2020-05-23 21:18:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5067,2020-05-23 21:18:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5074,2020-05-23 21:18:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
5085,2020-05-23 21:18:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5087,2020-05-23 21:18:55+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2320,PhilipsHue,Actie_uitsturen
5088,2020-05-23 21:18:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
5089,2020-05-23 21:18:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5097,2020-05-23 21:19:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
5101,2020-05-23 21:19:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
5106,2020-05-23 21:19:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5109,2020-05-23 21:19:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5111,2020-05-23 21:19:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5125,2020-05-23 21:19:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5131,2020-05-23 21:19:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5142,2020-05-23 21:19:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,763,Google_speaker,Actie_uitsturen
5143,2020-05-23 21:19:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2620,Google_home,Actie_uitsturen
5152,2020-05-23 21:19:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5153,2020-05-23 21:19:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5154,2020-05-23 21:19:55+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2326,PhilipsHue,Actie_uitsturen
5155,2020-05-23 21:19:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2076,Google_speaker,Actie_uitsturen
5172,2020-05-23 21:20:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5176,2020-05-23 21:20:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5177,2020-05-23 21:20:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
5195,2020-05-23 21:20:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5197,2020-05-23 21:20:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
5198,2020-05-23 21:20:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
5199,2020-05-23 21:20:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5207,2020-05-23 21:20:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
5210,2020-05-23 21:20:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
5217,2020-05-23 21:20:50+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2329,PhilipsHue,Actie_uitsturen
5223,2020-05-23 21:20:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5226,2020-05-23 21:20:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5241,2020-05-23 21:21:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
5244,2020-05-23 21:21:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5261,2020-05-23 21:21:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5265,2020-05-23 21:21:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2612,Google_speaker,Actie_uitsturen
5267,2020-05-23 21:21:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,4010,Google_home,Actie_uitsturen
5282,2020-05-23 21:21:50+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2329,PhilipsHue,Actie_uitsturen
5286,2020-05-23 21:21:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
5287,2020-05-23 21:21:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5306,2020-05-23 21:22:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5308,2020-05-23 21:22:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5312,2020-05-23 21:22:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
5316,2020-05-23 21:22:20+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
5329,2020-05-23 21:22:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5334,2020-05-23 21:22:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5335,2020-05-23 21:22:40+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
5345,2020-05-23 21:22:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
5353,2020-05-23 21:22:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5354,2020-05-23 21:22:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
5357,2020-05-23 21:22:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5369,2020-05-23 21:23:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
5373,2020-05-23 21:23:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2249,Google_home,Actie_uitsturen
5378,2020-05-23 21:23:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5381,2020-05-23 21:23:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1675,Google_home,Actie_uitsturen
5383,2020-05-23 21:23:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2944,Google_speaker,Actie_uitsturen
5395,2020-05-23 21:23:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5398,2020-05-23 21:23:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5401,2020-05-23 21:23:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5409,2020-05-23 21:23:45+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,242,Laptop,Actie_uitsturen
5410,2020-05-23 21:23:45+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,262,Laptop,Actie_uitsturen
5411,2020-05-23 21:23:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,309,Google_home,Actie_uitsturen
5419,2020-05-23 21:23:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5421,2020-05-23 21:23:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
5422,2020-05-23 21:23:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
5424,2020-05-23 21:23:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5429,2020-05-23 21:24:00+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
5441,2020-05-23 21:24:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5446,2020-05-23 21:24:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5453,2020-05-23 21:24:25+02:00,c4:ea:1d:e6:79:e8,01:00:5e:7f:ff:fa,3926,Router_intern,Actie_uitsturen
5464,2020-05-23 21:24:35+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
5465,2020-05-23 21:24:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5467,2020-05-23 21:24:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5469,2020-05-23 21:24:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5476,2020-05-23 21:24:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,654,Desktop,Actie_uitsturen
5486,2020-05-23 21:24:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5488,2020-05-23 21:24:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5491,2020-05-23 21:24:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5494,2020-05-23 21:25:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,3509,Google_home,Actie_uitsturen
5495,2020-05-23 21:25:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2895,Google_speaker,Actie_uitsturen
5505,2020-05-23 21:25:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
5510,2020-05-23 21:25:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5512,2020-05-23 21:25:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,618,Google_home,Actie_uitsturen
5516,2020-05-23 21:25:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,6592,Google_home,Actie_uitsturen
5520,2020-05-23 21:25:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,5771,Google_speaker,Actie_uitsturen
5522,2020-05-23 21:25:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,5317,Google_home,Actie_uitsturen
5532,2020-05-23 21:25:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5533,2020-05-23 21:25:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
5537,2020-05-23 21:25:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5540,2020-05-23 21:25:35+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2326,PhilipsHue,Actie_uitsturen
5554,2020-05-23 21:25:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5556,2020-05-23 21:25:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
5560,2020-05-23 21:25:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5575,2020-05-23 21:26:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5577,2020-05-23 21:26:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5582,2020-05-23 21:26:20+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,249,Desktop,Actie_uitsturen
5583,2020-05-23 21:26:20+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,269,Desktop,Actie_uitsturen
5589,2020-05-23 21:26:25+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,498,Desktop,Actie_uitsturen
5590,2020-05-23 21:26:25+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,538,Desktop,Actie_uitsturen
5601,2020-05-23 21:26:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5604,2020-05-23 21:26:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5615,2020-05-23 21:26:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
5625,2020-05-23 21:26:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5626,2020-05-23 21:26:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5629,2020-05-23 21:26:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5640,2020-05-23 21:27:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1608,Google_home,Actie_uitsturen
5642,2020-05-23 21:27:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,628,Google_speaker,Actie_uitsturen
5644,2020-05-23 21:27:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
5647,2020-05-23 21:27:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,192,Google_home,Actie_uitsturen
5649,2020-05-23 21:27:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5650,2020-05-23 21:27:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
