,AT,SA,DA,Length,SRCE,DSTI
1522,2020-05-23 20:29:20+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
1524,2020-05-23 20:29:20+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,492,Phone1,Actie_uitsturen
1527,2020-05-23 20:29:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1528,2020-05-23 20:29:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2240,Google_home,Actie_uitsturen
1530,2020-05-23 20:29:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
1533,2020-05-23 20:29:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1099,Google_speaker,Actie_uitsturen
1536,2020-05-23 20:29:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,492,Phone1,Actie_uitsturen
1543,2020-05-23 20:29:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1546,2020-05-23 20:29:40+02:00,ec:89:14:fa:3a:2d,33:33:00:00:00:02,180,Phone1,Actie_uitsturen
1553,2020-05-23 20:29:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,3335,Google_home,Actie_uitsturen
1556,2020-05-23 20:29:45+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1557,2020-05-23 20:29:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1558,2020-05-23 20:29:45+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
1560,2020-05-23 20:29:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3643,Google_speaker,Actie_uitsturen
1562,2020-05-23 20:29:50+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,325,Tablet,Actie_uitsturen
1570,2020-05-23 20:29:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1580,2020-05-23 20:30:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1582,2020-05-23 20:30:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1584,2020-05-23 20:30:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1585,2020-05-23 20:30:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1630,Google_speaker,Actie_uitsturen
1586,2020-05-23 20:30:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,289,Phone1,Actie_uitsturen
1591,2020-05-23 20:30:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1592,2020-05-23 20:30:15+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,1439,Tablet,Actie_uitsturen
1593,2020-05-23 20:30:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,4576,Google_home,Actie_uitsturen
1594,2020-05-23 20:30:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:7f:ff:fa,2491,Router_intern,Actie_uitsturen
1597,2020-05-23 20:30:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,5576,Google_speaker,Actie_uitsturen
1606,2020-05-23 20:30:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1609,2020-05-23 20:30:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1610,2020-05-23 20:30:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1613,2020-05-23 20:30:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1630,Google_speaker,Actie_uitsturen
1620,2020-05-23 20:30:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,492,Phone1,Actie_uitsturen
1622,2020-05-23 20:30:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1630,Google_speaker,Actie_uitsturen
1623,2020-05-23 20:30:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1625,2020-05-23 20:30:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,656,Phone1,Actie_uitsturen
1628,2020-05-23 20:30:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1637,2020-05-23 20:30:45+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
1638,2020-05-23 20:30:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
1639,2020-05-23 20:30:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1582,Google_speaker,Actie_uitsturen
1642,2020-05-23 20:30:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1072,Google_home,Actie_uitsturen
1644,2020-05-23 20:30:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1649,2020-05-23 20:30:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,332,Google_speaker,Actie_uitsturen
1651,2020-05-23 20:30:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,459,Google_home,Actie_uitsturen
1652,2020-05-23 20:30:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,578,Phone1,Actie_uitsturen
1653,2020-05-23 20:30:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1630,Google_speaker,Actie_uitsturen
1656,2020-05-23 20:30:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1659,2020-05-23 20:30:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1661,2020-05-23 20:30:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1666,2020-05-23 20:31:00+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,1138,Phone1,Actie_uitsturen
1672,2020-05-23 20:31:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1673,2020-05-23 20:31:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,738,Phone1,Actie_uitsturen
1675,2020-05-23 20:31:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1676,2020-05-23 20:31:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,492,Phone1,Actie_uitsturen
1677,2020-05-23 20:31:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
1680,2020-05-23 20:31:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1051,Google_speaker,Actie_uitsturen
1684,2020-05-23 20:31:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1656,Google_home,Actie_uitsturen
1686,2020-05-23 20:31:15+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
1687,2020-05-23 20:31:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1691,2020-05-23 20:31:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1571,Google_speaker,Actie_uitsturen
1696,2020-05-23 20:31:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,531,Google_speaker,Actie_uitsturen
1697,2020-05-23 20:31:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,536,Google_home,Actie_uitsturen
1698,2020-05-23 20:31:20+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
1700,2020-05-23 20:31:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1273,Google_home,Actie_uitsturen
1703,2020-05-23 20:31:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1283,Google_speaker,Actie_uitsturen
1705,2020-05-23 20:31:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1710,2020-05-23 20:31:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,4835,Google_speaker,Actie_uitsturen
1711,2020-05-23 20:31:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1714,2020-05-23 20:31:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1718,2020-05-23 20:31:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1727,2020-05-23 20:31:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,277,Tablet,Actie_uitsturen
1732,2020-05-23 20:31:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1656,Google_home,Actie_uitsturen
1735,2020-05-23 20:31:50+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
1736,2020-05-23 20:31:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3051,Google_speaker,Actie_uitsturen
1737,2020-05-23 20:31:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1740,2020-05-23 20:31:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1750,2020-05-23 20:32:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1758,2020-05-23 20:32:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1759,2020-05-23 20:32:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1762,2020-05-23 20:32:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
1764,2020-05-23 20:32:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
1766,2020-05-23 20:32:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
1767,2020-05-23 20:32:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1772,2020-05-23 20:32:20+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,764,Tablet,Actie_uitsturen
1773,2020-05-23 20:32:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2824,Google_home,Actie_uitsturen
1776,2020-05-23 20:32:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
1782,2020-05-23 20:32:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1786,2020-05-23 20:32:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
1788,2020-05-23 20:32:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,990,Google_home,Actie_uitsturen
1792,2020-05-23 20:32:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1802,2020-05-23 20:32:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,654,Desktop,Actie_uitsturen
1805,2020-05-23 20:32:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1811,2020-05-23 20:32:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1072,Google_home,Actie_uitsturen
1816,2020-05-23 20:32:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1818,2020-05-23 20:32:50+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
1819,2020-05-23 20:32:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
1821,2020-05-23 20:32:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1823,2020-05-23 20:32:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1826,2020-05-23 20:32:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1833,2020-05-23 20:33:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,277,Tablet,Actie_uitsturen
1839,2020-05-23 20:33:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
1841,2020-05-23 20:33:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1843,2020-05-23 20:33:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1844,2020-05-23 20:33:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1967,Google_home,Actie_uitsturen
1848,2020-05-23 20:33:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1723,Google_speaker,Actie_uitsturen
1852,2020-05-23 20:33:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1177,Google_home,Actie_uitsturen
1853,2020-05-23 20:33:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1857,2020-05-23 20:33:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1858,2020-05-23 20:33:20+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
1859,2020-05-23 20:33:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1072,Google_home,Actie_uitsturen
1863,2020-05-23 20:33:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1869,2020-05-23 20:33:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1871,2020-05-23 20:33:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1879,2020-05-23 20:33:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1886,2020-05-23 20:33:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1893,2020-05-23 20:33:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,536,Google_home,Actie_uitsturen
1895,2020-05-23 20:33:50+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
1896,2020-05-23 20:33:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
1898,2020-05-23 20:33:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1656,Google_home,Actie_uitsturen
1900,2020-05-23 20:33:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1901,2020-05-23 20:33:55+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
1902,2020-05-23 20:33:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1906,2020-05-23 20:33:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1912,2020-05-23 20:34:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1919,2020-05-23 20:34:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1924,2020-05-23 20:34:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1926,2020-05-23 20:34:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1929,2020-05-23 20:34:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1937,2020-05-23 20:34:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1704,Google_home,Actie_uitsturen
1940,2020-05-23 20:34:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1941,2020-05-23 20:34:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1942,2020-05-23 20:34:25+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,715,Tablet,Actie_uitsturen
1943,2020-05-23 20:34:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,584,Google_home,Actie_uitsturen
1948,2020-05-23 20:34:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1952,2020-05-23 20:34:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1964,2020-05-23 20:34:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,654,Desktop,Actie_uitsturen
1966,2020-05-23 20:34:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1969,2020-05-23 20:34:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1971,2020-05-23 20:34:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1546,Google_home,Actie_uitsturen
1973,2020-05-23 20:34:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,852,Google_speaker,Actie_uitsturen
1976,2020-05-23 20:34:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1978,2020-05-23 20:34:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2427,Google_speaker,Actie_uitsturen
1982,2020-05-23 20:34:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1337,Google_home,Actie_uitsturen
1984,2020-05-23 20:34:55+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
1993,2020-05-23 20:35:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1997,2020-05-23 20:35:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,724,Google_home,Actie_uitsturen
1998,2020-05-23 20:35:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
2000,2020-05-23 20:35:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2002,2020-05-23 20:35:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1619,Google_speaker,Actie_uitsturen
2007,2020-05-23 20:35:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2014,2020-05-23 20:35:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1072,Google_home,Actie_uitsturen
2017,2020-05-23 20:35:25+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
2019,2020-05-23 20:35:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1514,Google_speaker,Actie_uitsturen
2020,2020-05-23 20:35:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2021,2020-05-23 20:35:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2024,2020-05-23 20:35:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2029,2020-05-23 20:35:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2031,2020-05-23 20:35:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
2033,2020-05-23 20:35:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
2041,2020-05-23 20:35:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2043,2020-05-23 20:35:45+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
2046,2020-05-23 20:35:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,584,Google_home,Actie_uitsturen
2050,2020-05-23 20:35:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,524,Phone1,Actie_uitsturen
2051,2020-05-23 20:35:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2064,Google_speaker,Actie_uitsturen
2055,2020-05-23 20:35:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2207,Google_home,Actie_uitsturen
2056,2020-05-23 20:35:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3586,Google_speaker,Actie_uitsturen
2057,2020-05-23 20:35:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,262,Phone1,Actie_uitsturen
2059,2020-05-23 20:35:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2060,2020-05-23 20:35:55+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
2069,2020-05-23 20:36:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2079,2020-05-23 20:36:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2064,Google_speaker,Actie_uitsturen
2081,2020-05-23 20:36:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2083,2020-05-23 20:36:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,262,Phone1,Actie_uitsturen
2084,2020-05-23 20:36:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1671,Google_home,Actie_uitsturen
2087,2020-05-23 20:36:20+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2326,PhilipsHue,Actie_uitsturen
2092,2020-05-23 20:36:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,536,Google_home,Actie_uitsturen
2094,2020-05-23 20:36:25+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
2095,2020-05-23 20:36:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2099,2020-05-23 20:36:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
2100,2020-05-23 20:36:30+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
2104,2020-05-23 20:36:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,962,Google_home,Actie_uitsturen
2106,2020-05-23 20:36:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1734,Google_speaker,Actie_uitsturen
2109,2020-05-23 20:36:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1671,Google_home,Actie_uitsturen
2112,2020-05-23 20:36:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2064,Google_speaker,Actie_uitsturen
2114,2020-05-23 20:36:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2120,2020-05-23 20:36:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
2126,2020-05-23 20:36:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2129,2020-05-23 20:36:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,990,Google_home,Actie_uitsturen
2134,2020-05-23 20:36:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,332,Google_speaker,Actie_uitsturen
2136,2020-05-23 20:36:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,262,Phone1,Actie_uitsturen
2137,2020-05-23 20:36:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1671,Google_home,Actie_uitsturen
2139,2020-05-23 20:36:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2064,Google_speaker,Actie_uitsturen
2142,2020-05-23 20:36:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,277,Tablet,Actie_uitsturen
2147,2020-05-23 20:37:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1072,Google_home,Actie_uitsturen
2148,2020-05-23 20:37:00+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
2149,2020-05-23 20:37:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
2154,2020-05-23 20:37:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,277,Tablet,Actie_uitsturen
2156,2020-05-23 20:37:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,296,Google_speaker,Actie_uitsturen
2158,2020-05-23 20:37:05+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,300,Laptop,Actie_uitsturen
2159,2020-05-23 20:37:05+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,280,Laptop,Actie_uitsturen
2163,2020-05-23 20:37:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
2166,2020-05-23 20:37:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2684,Google_home,Actie_uitsturen
2167,2020-05-23 20:37:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2168,2020-05-23 20:37:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,262,Phone1,Actie_uitsturen
2170,2020-05-23 20:37:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
2171,2020-05-23 20:37:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
2172,2020-05-23 20:37:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2064,Google_speaker,Actie_uitsturen
2176,2020-05-23 20:37:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,524,Google_home,Actie_uitsturen
